,model,problem,level,Average accuracy,Failure,difference,weighted_accuracy,weighted_failed,lvl_correctness,is_close
8,GPT 4 Turbo,edpResults,9,0.6,0.0,2,0.09818181818181818,0.0,"[True, False, True, True, True, False, True, False, False, True]",True
9,GPT 4 Turbo,edpResults,10,0.5,0.0,2,0.09090909090909091,0.0,"[False, False, False, True, True, True, False, True, False, True]",True
0,Claude Instant,edpResults,1,0.7,0.3,3,0.012727272727272726,0.03,"[True, True, 'failed', True, True, 'failed', True, 'failed', True, True]",True
1,Claude Instant,edpResults,2,0.6,0.1,3,0.021818181818181816,0.01,"[False, False, True, True, True, 'failed', True, True, False, True]",True
2,Claude Instant,edpResults,3,0.6,0.0,3,0.03272727272727272,0.0,"[True, True, False, True, False, True, False, True, True, False]",True
3,Claude Instant,edpResults,4,0.3,0.0,3,0.021818181818181816,0.0,"[True, False, False, True, False, False, False, True, False, False]",True
4,Claude Instant,edpResults,5,0.3,0.0,3,0.02727272727272727,0.0,"[False, True, False, True, False, True, False, False, False, False]",True
5,Claude Instant,edpResults,6,0.1,0.2,3,0.01090909090909091,0.02,"['failed', False, False, 'failed', True, False, False, False, False, False]",True
6,Claude Instant,edpResults,7,0.4,0.0,3,0.05090909090909091,0.0,"[False, False, False, False, True, True, False, True, False, True]",True
7,Claude Instant,edpResults,8,0.1,0.0,3,0.014545454545454545,0.0,"[False, True, False, False, False, False, False, False, False, False]",True
8,Claude Instant,edpResults,9,0.3,0.0,3,0.04909090909090909,0.0,"[False, False, False, False, True, False, True, False, False, True]",True
9,Claude Instant,edpResults,10,0.4,0.0,3,0.07272727272727272,0.0,"[True, True, False, False, True, False, True, False, False, False]",True
0,PaLM 2,edpResults,4,0.6,0.0,-3,0.04897959183673469,0.0,"[True, True, True, False, True, False, True, False, False, True]",True
1,PaLM 2,edpResults,5,0.2,0.0,-3,0.02040816326530612,0.0,"[False, False, False, False, True, False, False, False, False, True]",True
2,PaLM 2,edpResults,6,0.0,0.0,-3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
3,PaLM 2,edpResults,7,0.0,0.7,-3,0.0,0.09999999999999999,"['failed', 'failed', 'failed', 'failed', 'failed', 'failed', False, False, 'failed', False]",True
4,PaLM 2,edpResults,8,0.2,0.0,-3,0.0326530612244898,0.0,"[True, False, True, False, False, False, False, False, False, False]",True
5,PaLM 2,edpResults,9,0.5,0.0,-3,0.09183673469387756,0.0,"[False, True, True, True, False, False, False, True, True, False]",True
6,PaLM 2,edpResults,10,0.2,0.0,-3,0.04081632653061224,0.0,"[True, False, False, False, False, False, False, False, False, True]",True
0,GPT 3.5 Turbo,edpResults,1,0.6,0.0,1,0.010909090909090908,0.0,"[True, True, True, True, False, False, True, True, False, False]",True
1,GPT 3.5 Turbo,edpResults,2,0.5,0.0,1,0.01818181818181818,0.0,"[True, True, False, False, True, False, True, True, False, False]",True
2,GPT 3.5 Turbo,edpResults,3,0.8,0.0,1,0.04363636363636364,0.0,"[True, True, True, False, False, True, True, True, True, True]",True
3,GPT 3.5 Turbo,edpResults,4,0.7,0.0,1,0.050909090909090904,0.0,"[True, True, True, True, False, True, True, False, False, True]",True
4,GPT 3.5 Turbo,edpResults,5,0.8,0.0,1,0.07272727272727272,0.0,"[True, False, True, True, True, True, True, False, True, True]",True
5,GPT 3.5 Turbo,edpResults,6,0.6,0.0,1,0.06545454545454545,0.0,"[False, True, False, True, True, True, False, True, True, False]",True
6,GPT 3.5 Turbo,edpResults,7,0.6,0.0,1,0.07636363636363637,0.0,"[False, True, True, True, False, False, True, False, True, True]",True
7,GPT 3.5 Turbo,edpResults,8,0.4,0.0,1,0.05818181818181818,0.0,"[False, True, False, False, False, False, False, True, True, True]",True
8,GPT 3.5 Turbo,edpResults,9,0.4,0.0,1,0.06545454545454546,0.0,"[False, False, True, False, True, False, True, True, False, False]",True
9,GPT 3.5 Turbo,edpResults,10,0.4,0.0,1,0.07272727272727272,0.0,"[False, False, False, True, True, True, False, True, False, False]",True
0,Claude Instant,edpResults,1,0.3,0.0,0,0.005454545454545454,0.0,"[True, False, False, False, False, False, False, True, False, True]",True
1,Claude Instant,edpResults,2,0.4,0.0,0,0.014545454545454545,0.0,"[False, False, False, True, False, False, True, True, False, True]",True
2,Claude Instant,edpResults,3,0.3,0.4,0,0.01636363636363636,0.04,"[True, True, False, False, 'failed', 'failed', False, 'failed', True, 'failed']",True
3,Claude Instant,edpResults,4,0.3,0.2,0,0.021818181818181816,0.02,"[True, True, 'failed', False, False, False, 'failed', True, False, False]",True
4,Claude Instant,edpResults,5,0.2,0.0,0,0.01818181818181818,0.0,"[True, False, True, False, False, False, False, False, False, False]",True
5,Claude Instant,edpResults,6,0.2,0.0,0,0.02181818181818182,0.0,"[True, False, False, False, False, False, False, True, False, False]",True
6,Claude Instant,edpResults,7,0.2,0.0,0,0.025454545454545455,0.0,"[False, False, False, False, False, False, False, True, True, False]",True
7,Claude Instant,edpResults,8,0.3,0.0,0,0.04363636363636363,0.0,"[False, True, True, False, False, False, True, False, False, False]",True
8,Claude Instant,edpResults,9,0.3,0.0,0,0.04909090909090909,0.0,"[False, False, False, False, True, False, True, False, False, True]",True
9,Claude Instant,edpResults,10,0.2,0.0,0,0.03636363636363636,0.0,"[False, False, False, False, False, False, False, True, True, False]",True
0,Claude 2,edpResults,6,0.1,0.0,-5,0.015000000000000003,0.0,"[False, False, True, False, False, False, False, False, False, False]",True
1,Claude 2,edpResults,7,0.1,0.0,-5,0.0175,0.0,"[False, False, False, False, False, False, True, False, False, False]",True
2,Claude 2,edpResults,8,0.1,0.0,-5,0.02,0.0,"[False, False, True, False, False, False, False, False, False, False]",True
3,Claude 2,edpResults,9,0.1,0.0,-5,0.0225,0.0,"[False, False, False, False, False, False, False, False, True, False]",True
4,Claude 2,edpResults,10,0.0,0.0,-5,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
0,GPT 3.5 Turbo,edpResults,1,0.5,0.0,2,0.00909090909090909,0.0,"[False, True, True, True, False, False, True, True, False, False]",True
1,GPT 3.5 Turbo,edpResults,2,0.8,0.0,2,0.02909090909090909,0.0,"[False, False, True, True, True, True, True, True, True, True]",True
2,GPT 3.5 Turbo,edpResults,3,0.6,0.0,2,0.03272727272727272,0.0,"[False, True, True, False, False, True, False, True, True, True]",True
3,GPT 3.5 Turbo,edpResults,4,0.6,0.0,2,0.04363636363636363,0.0,"[False, True, True, True, False, True, True, False, False, True]",True
4,GPT 3.5 Turbo,edpResults,5,0.7,0.0,2,0.06363636363636363,0.0,"[True, True, False, True, True, False, True, False, True, True]",True
5,GPT 3.5 Turbo,edpResults,6,0.8,0.0,2,0.08727272727272728,0.0,"[True, True, True, False, True, True, True, True, False, True]",True
6,GPT 3.5 Turbo,edpResults,7,0.4,0.0,2,0.05090909090909091,0.0,"[False, True, False, True, False, False, True, False, False, True]",True
7,GPT 3.5 Turbo,edpResults,8,0.6,0.0,2,0.08727272727272727,0.0,"[True, True, True, False, False, False, False, True, True, True]",True
8,GPT 3.5 Turbo,edpResults,9,0.3,0.0,2,0.04909090909090909,0.0,"[True, False, False, False, True, True, False, False, False, False]",True
9,GPT 3.5 Turbo,edpResults,10,0.5,0.0,2,0.09090909090909091,0.0,"[False, False, False, True, True, True, False, True, True, False]",True
0,Claude 2,edpResults,1,0.8,0.0,3,0.014545454545454545,0.0,"[True, True, True, False, True, True, True, False, True, True]",True
1,Claude 2,edpResults,2,0.7,0.0,3,0.025454545454545452,0.0,"[False, True, True, True, True, False, True, True, False, True]",True
2,Claude 2,edpResults,3,0.4,0.0,3,0.02181818181818182,0.0,"[True, True, False, False, False, False, True, False, True, False]",True
3,Claude 2,edpResults,4,0.3,0.0,3,0.021818181818181816,0.0,"[False, True, True, False, False, False, True, False, False, False]",True
4,Claude 2,edpResults,5,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
5,Claude 2,edpResults,6,0.3,0.0,3,0.03272727272727272,0.0,"[False, False, True, False, False, False, False, True, False, True]",True
6,Claude 2,edpResults,7,0.2,0.0,3,0.025454545454545455,0.0,"[False, False, False, False, True, False, False, True, False, False]",True
7,Claude 2,edpResults,8,0.1,0.0,3,0.014545454545454545,0.0,"[False, False, True, False, False, False, False, False, False, False]",True
8,Claude 2,edpResults,9,0.2,0.2,3,0.03272727272727273,0.02,"['failed', False, False, False, 'failed', False, False, True, True, False]",True
9,Claude 2,edpResults,10,0.0,0.0,3,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
0,Claude Instant,edpResults,5,0.3,0.0,-4,0.03333333333333333,0.0,"[False, False, False, False, True, False, False, False, True, True]",True
1,Claude Instant,edpResults,6,0.2,0.1,-4,0.026666666666666672,0.016666666666666666,"[False, True, 'failed', False, True, False, False, False, False, False]",True
2,Claude Instant,edpResults,7,0.0,0.0,-4,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
3,Claude Instant,edpResults,8,0.0,0.5,-4,0.0,0.08333333333333333,"[False, 'failed', 'failed', False, False, False, 'failed', False, 'failed', 'failed']",True
4,Claude Instant,edpResults,9,0.1,0.0,-4,0.02,0.0,"[False, False, False, False, False, True, False, False, False, False]",True
5,Claude Instant,edpResults,10,0.1,0.0,-4,0.022222222222222223,0.0,"[False, False, False, False, False, False, False, False, False, True]",True
0,PaLM 2,edpResults,1,0.4,0.0,1,0.007272727272727273,0.0,"[False, True, False, False, True, False, False, True, True, False]",True
1,PaLM 2,edpResults,2,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
2,PaLM 2,edpResults,3,0.4,0.0,1,0.02181818181818182,0.0,"[True, True, False, False, False, False, True, False, False, True]",True
3,PaLM 2,edpResults,4,0.1,0.0,1,0.007272727272727273,0.0,"[False, False, False, False, True, False, False, False, False, False]",True
4,PaLM 2,edpResults,5,0.1,0.0,1,0.00909090909090909,0.0,"[False, False, False, False, False, False, False, True, False, False]",True
5,PaLM 2,edpResults,6,0.1,0.0,1,0.01090909090909091,0.0,"[True, False, False, False, False, False, False, False, False, False]",True
6,PaLM 2,edpResults,7,0.0,0.0,1,0.0,0.0,"[False, False, False, False, False, False, False, False, False, False]",True
7,PaLM 2,edpResults,8,0.2,0.0,1,0.02909090909090909,0.0,"[True, False, True, False, False, False, False, False, False, False]",True
8,PaLM 2,edpResults,9,0.4,0.0,1,0.06545454545454546,0.0,"[True, False, True, False, False, False, False, True, True, False]",True
9,PaLM 2,edpResults,10,0.3,0.0,1,0.05454545454545454,0.0,"[True, False, False, True, True, False, False, False, False, False]",True
0,GPT 4 Turbo,edpResults,2,0.9,0.0,-1,0.03333333333333333,0.0,"[True, True, True, False, True, True, True, True, True, True]",True
1,GPT 4 Turbo,edpResults,3,0.9,0.0,-1,0.05,0.0,"[True, False, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,edpResults,4,0.6,0.0,-1,0.044444444444444446,0.0,"[False, True, True, False, True, False, True, False, True, True]",True
3,GPT 4 Turbo,edpResults,5,0.4,0.0,-1,0.037037037037037035,0.0,"[False, False, False, True, False, True, False, True, False, True]",True
4,GPT 4 Turbo,edpResults,6,0.4,0.0,-1,0.04444444444444445,0.0,"[False, False, True, False, False, False, True, True, False, True]",True
5,GPT 4 Turbo,edpResults,7,0.3,0.0,-1,0.03888888888888889,0.0,"[False, False, True, False, False, False, True, False, False, True]",True
6,GPT 4 Turbo,edpResults,8,0.3,0.0,-1,0.044444444444444446,0.0,"[True, False, True, False, False, False, False, False, False, True]",True
7,GPT 4 Turbo,edpResults,9,0.6,0.0,-1,0.09999999999999999,0.0,"[True, False, True, True, True, False, True, False, False, True]",True
8,GPT 4 Turbo,edpResults,10,0.5,0.0,-1,0.09259259259259259,0.0,"[False, False, False, True, True, True, False, True, False, True]",True
0,GPT 4 Turbo,edpResults,1,1.0,0.0,1,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,edpResults,2,0.4,0.0,1,0.014545454545454545,0.0,"[False, False, False, False, False, False, True, True, True, True]",True
2,GPT 4 Turbo,edpResults,3,0.7,0.0,1,0.03818181818181818,0.0,"[True, True, True, True, True, False, False, False, True, True]",True
3,GPT 4 Turbo,edpResults,4,0.7,0.0,1,0.050909090909090904,0.0,"[False, True, True, True, False, True, True, True, False, True]",True
4,GPT 4 Turbo,edpResults,5,0.7,0.0,1,0.06363636363636363,0.0,"[True, True, True, True, True, True, False, False, False, True]",True
5,GPT 4 Turbo,edpResults,6,0.6,0.0,1,0.06545454545454545,0.0,"[False, True, True, False, False, True, True, True, False, True]",True
6,GPT 4 Turbo,edpResults,7,0.4,0.0,1,0.05090909090909091,0.0,"[False, False, True, False, False, True, True, False, False, True]",True
7,GPT 4 Turbo,edpResults,8,0.3,0.0,1,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",True
8,GPT 4 Turbo,edpResults,9,0.6,0.0,1,0.09818181818181818,0.0,"[True, False, True, True, True, False, True, False, False, True]",True
9,GPT 4 Turbo,edpResults,10,0.5,0.0,1,0.09090909090909091,0.0,"[False, False, False, True, True, True, False, True, False, True]",True
0,GPT 3.5 Turbo,edpResults,5,0.5,0.0,-4,0.05555555555555555,0.0,"[False, True, True, True, False, True, False, False, False, True]",True
1,GPT 3.5 Turbo,edpResults,6,0.1,0.0,-4,0.013333333333333336,0.0,"[False, False, False, True, False, False, False, False, False, False]",True
2,GPT 3.5 Turbo,edpResults,7,0.5,0.0,-4,0.07777777777777778,0.0,"[True, True, False, False, False, False, True, False, True, True]",True
3,GPT 3.5 Turbo,edpResults,8,0.3,0.0,-4,0.05333333333333333,0.0,"[False, False, True, False, False, True, False, False, True, False]",True
4,GPT 3.5 Turbo,edpResults,9,0.5,0.0,-4,0.1,0.0,"[False, False, True, True, True, False, True, True, False, False]",True
5,GPT 3.5 Turbo,edpResults,10,0.3,0.0,-4,0.06666666666666667,0.0,"[False, True, False, True, True, False, False, False, False, False]",True
0,GPT 3.5 Turbo,edpResults,6,0.6,0.0,-5,0.09,0.0,"[True, False, True, False, True, False, True, True, False, True]",True
1,GPT 3.5 Turbo,edpResults,7,0.2,0.0,-5,0.035,0.0,"[False, False, False, False, False, True, True, False, False, False]",True
2,GPT 3.5 Turbo,edpResults,8,0.4,0.0,-5,0.08,0.0,"[False, False, False, False, False, True, False, True, True, True]",True
3,GPT 3.5 Turbo,edpResults,9,0.5,0.0,-5,0.1125,0.0,"[False, False, True, True, True, False, False, True, True, False]",True
4,GPT 3.5 Turbo,edpResults,10,0.4,0.0,-5,0.1,0.0,"[False, False, False, True, True, True, False, False, True, False]",True
0,GPT 4 Turbo,edpResults,1,1.0,0.0,0,0.01818181818181818,0.0,"[True, True, True, True, True, True, True, True, True, True]",True
1,GPT 4 Turbo,edpResults,2,0.9,0.0,0,0.03272727272727273,0.0,"[False, True, True, True, True, True, True, True, True, True]",True
2,GPT 4 Turbo,edpResults,3,0.6,0.0,0,0.03272727272727272,0.0,"[False, True, False, False, True, True, True, True, True, False]",True
3,GPT 4 Turbo,edpResults,4,0.5,0.0,0,0.03636363636363636,0.0,"[False, False, True, True, False, False, True, True, False, True]",True
4,GPT 4 Turbo,edpResults,5,0.6,0.0,0,0.05454545454545454,0.0,"[True, False, True, True, True, True, False, False, False, True]",True
5,GPT 4 Turbo,edpResults,6,0.7,0.0,0,0.07636363636363636,0.0,"[True, True, True, False, False, True, True, True, False, True]",True
6,GPT 4 Turbo,edpResults,7,0.4,0.0,0,0.05090909090909091,0.0,"[False, False, True, False, False, False, True, True, False, True]",True
7,GPT 4 Turbo,edpResults,8,0.3,0.0,0,0.04363636363636363,0.0,"[True, False, True, False, False, False, False, False, False, True]",True
8,GPT 4 Turbo,edpResults,9,0.5,0.0,0,0.08181818181818182,0.0,"[True, False, True, True, True, False, True, False, False, False]",True
9,GPT 4 Turbo,edpResults,10,0.5,0.0,0,0.09090909090909091,0.0,"[False, False, False, True, True, True, False, True, False, True]",True
0,PaLM 2,edpResults,1,0.2,0.0,0,0.0036363636363636364,0.0,"[False, True, False, False, False, False, False, False, True, False]",True
1,PaLM 2,edpResults,2,0.4,0.0,0,0.014545454545454545,0.0,"[False, True, False, True, False, True, True, False, False, False]",True
2,PaLM 2,edpResults,3,0.5,0.0,0,0.02727272727272727,0.0,"[False, False, False, True, True, True, False, True, True, False]",True
3,PaLM 2,edpResults,4,0.6,0.0,0,0.04363636363636363,0.0,"[False, True, True, False, False, True, True, True, False, True]",True
4,PaLM 2,edpResults,5,0.1,0.0,0,0.00909090909090909,0.0,"[False, False, False, False, False, False, False, True, False, False]",True
5,PaLM 2,edpResults,6,0.1,0.0,0,0.01090909090909091,0.0,"[True, False, False, False, False, False, False, False, False, False]",True
